resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.06992529104308165;0.11111111111111112;0.08583327732263903
flat;ros;0.11825365692155472;0.24844444444444447;0.1233931168853474
flat;smote;0.12537428225100966;0.30114814814814816;0.14033648436272167
flat;borderline;0.13495988226464734;0.29455555555555557;0.14586397448577632
flat;adasyn;0.02718511023373829;0.11111111111111112;0.04196676615027968
flat;smote-enn;0.0009938214489530882;0.1;0.00196437112655365
flat;smote-tomek;0.03162323656733186;0.19370370370370366;0.04096126707414764
