resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.06992529104308165;0.11111111111111112;0.08583327732263903
flat;ros;0.11256234744122498;0.22840740740740745;0.11787732422331443
flat;smote;0.1254464529308756;0.2826296296296296;0.13704558893420926
flat;borderline;0.1282320610982622;0.29066666666666663;0.14033719043468773
flat;adasyn;0.007967559250220997;0.11111111111111112;0.012781504069193558
flat;smote-enn;0.000984233620462944;0.1074074074074074;0.001947489745720437
flat;smote-tomek;0.11125283986605952;0.23944444444444443;0.10312378962646152
