resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.06992529104308165;0.11111111111111112;0.08583327732263903
flat;ros;0.13280628919797832;0.26214814814814813;0.1323290176183291
flat;smote;0.12084419678012767;0.2723703703703704;0.13119700474073354
flat;borderline;0.12530484670255565;0.2855555555555555;0.1333369959439465
flat;adasyn;0.020566236136737893;0.11111111111111112;0.03182594079058576
flat;smote-enn;0.0013127203097255007;0.0962962962962963;0.002527375582943109
flat;smote-tomek;0.04059790063863501;0.24814814814814815;0.05556778633687942
