resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.06992529104308165;0.11111111111111112;0.08583327732263903
flat;ros;0.15972161810249427;0.2730740740740741;0.15011502397269622
flat;smote;0.11810252148654814;0.2548148148148148;0.12411143728128167
flat;borderline;0.11552009898767934;0.27785185185185185;0.12645685216411934
flat;adasyn;0.014466731477623687;0.11111111111111112;0.022730000053610207
flat;smote-enn;0.0008398970960723237;0.11111111111111112;0.0016658067407342304
flat;smote-tomek;0.0456818113193652;0.22666666666666666;0.048841585939503954
