resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.3076835928387477;0.3329400584795321;0.3132888054000187
flat;ros;0.31233391523099585;0.32658771929824565;0.3126533575409135
flat;smote;0.3074668919115714;0.3660131578947369;0.3224180918966262
flat;borderline;0.2900829907434107;0.30437914230019497;0.2918174883885455
flat;adasyn;0.2775912295425764;0.3250653021442495;0.29067339136678394
flat;smote-enn;0.2720551446071625;0.33994200779727096;0.27942663764659176
flat;smote-tomek;0.27788754271703153;0.3389619883040936;0.2935205142655413
