resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.06992529104308165;0.11111111111111112;0.08583327732263903
flat;ros;0.13700285160676265;0.2803703703703704;0.14559323660516127
flat;smote;0.11537314470494162;0.27351851851851855;0.12714734223507992
flat;borderline;0.12092271318062871;0.2721481481481482;0.13003144582696743
flat;adasyn;0.015491585670268117;0.13333333333333336;0.024609770215461728
flat;smote-enn;0.002109531860021694;0.137037037037037;0.004116826663967062
flat;smote-tomek;0.05275161476976731;0.24151851851851852;0.061014591410025174
