resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.2896004636820916;0.2561744639376219;0.26213994187778566
flat;ros;0.2812324796964868;0.45767397660818715;0.2785202298257857
flat;smote;0.31416624223650336;0.4590175438596492;0.3210945693905125
flat;borderline;0.28913511599028174;0.42983430799220274;0.2983381848920759
flat;adasyn;0.3011705775312421;0.49763937621832366;0.31009315086865763
flat;smote-enn;0.3032829275002936;0.46757163742690055;0.3010780551273093
flat;smote-tomek;0.29803704200488285;0.4723523391812865;0.30329818223981747
