resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.3391349051804079;0.46471686159844056;0.3217270524468245
flat;ros;0.312207874718717;0.43260087719298246;0.28648753769523844
flat;smote;0.305998645164516;0.4674283625730994;0.3091008938677182
flat;borderline;0.33940615897686266;0.4136047758284601;0.31681476232435246
flat;adasyn;0.3172902073474674;0.4356423001949318;0.309692136075809
flat;smote-enn;0.31800233242691933;0.4493888888888889;0.3125076861987156
flat;smote-tomek;0.31233297393643156;0.48435818713450296;0.3155585704928995
