resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.31605328357836077;0.2728840155945419;0.2764514421847538
flat;ros;0.4207767007877415;0.4608245614035088;0.42281731217101026
flat;smote;0.374585092383052;0.5590316764132554;0.40649766745288096
flat;borderline;0.34298987613017323;0.48283284600389853;0.3718993923085973
flat;adasyn;0.33981989137948787;0.5274234892787524;0.37154016170527715
flat;smote-enn;0.3500925936956846;0.5338294346978557;0.37459258521027855
flat;smote-tomek;0.3591304905154546;0.5024688109161793;0.3686367523092463
