resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.06992529104308165;0.11111111111111112;0.08583327732263903
flat;ros;0.14039437403099747;0.28185185185185185;0.14934840319830747
flat;smote;0.1506103024647561;0.2842962962962963;0.14962418452514753
flat;borderline;0.1413539640641458;0.276074074074074;0.14072623458311606
flat;adasyn;0.013906800080242138;0.11111111111111112;0.021637787723156054
flat;smote-enn;0.002211624571228037;0.11481481481481479;0.004317620495451095
flat;smote-tomek;0.0214085598284711;0.20370370370370366;0.032851915821958136
