resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.3166890183891661;0.3090925925925926;0.30132234161285754
flat;ros;0.3304298772660419;0.31243615984405454;0.31040197749041176
flat;smote;0.33376052277805995;0.3825394736842106;0.34094503306030327
flat;borderline;0.2467271822682362;0.26576315789473687;0.2528325483201496
flat;adasyn;0.31022119744990406;0.3870058479532164;0.3293552061964988
flat;smote-enn;0.32863702506410875;0.39719444444444446;0.3318919666414336
flat;smote-tomek;0.2859285718004895;0.3110151072124756;0.286542360384986
