resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.293453951309424;0.2683893762183236;0.2638847086668839
flat;ros;0.3582608195312812;0.3993065302144249;0.35715857318203537
flat;smote;0.36951758702277443;0.5259590643274853;0.3835707070656943
flat;borderline;0.33623396752383516;0.4702865497076023;0.36306208193470774
flat;adasyn;0.32716827254579806;0.49558187134502935;0.3525050132687914
flat;smote-enn;0.336359534475585;0.5124249512670566;0.35097724772800387
flat;smote-tomek;0.35957551064835697;0.5020112085769981;0.37787436723718426
