resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.06992529104308165;0.11111111111111112;0.08583327732263903
flat;ros;0.1149480572297263;0.2536296296296296;0.12414946356369287
flat;smote;0.12438930455382469;0.3052962962962963;0.13839611886120043
flat;borderline;0.1455178814843871;0.28762962962962957;0.14969327012162656
flat;adasyn;0.02070599854065124;0.11111111111111112;0.03204365133518495
flat;smote-enn;0.000988073644463145;0.1037037037037037;0.0019537621286981367
flat;smote-tomek;0.07018666000191263;0.2796666666666666;0.08876561946914703
