resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.3085365148885918;0.274787037037037;0.27655514777720047
flat;ros;0.4177419743517918;0.47194980506822615;0.42330064612748763
flat;smote;0.35148020836147853;0.5382139376218323;0.38338197151404907
flat;borderline;0.3435776551373918;0.48350877192982455;0.3684538187975332
flat;adasyn;0.33167254678996305;0.5121588693957115;0.36062414040102725
flat;smote-enn;0.3368947832614324;0.5025721247563352;0.3571629251058506
flat;smote-tomek;0.34965951358722436;0.5279844054580897;0.37669390740282593
