resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.32809605754651866;0.47807407407407404;0.31692322463013306
flat;ros;0.32352454146496806;0.4527475633528265;0.2984959793293955
flat;smote;0.31209096404606435;0.44655360623781676;0.2999558041496241
flat;borderline;0.3287971595051956;0.44635428849902536;0.3296078694058505
flat;adasyn;0.2876265064441787;0.44519298245614036;0.2879711053172807
flat;smote-enn;0.3180863634566359;0.4702846003898635;0.3048793173557464
flat;smote-tomek;0.2869411340884762;0.44620614035087713;0.2883730299139988
