resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.2353956509239623;0.244364522417154;0.2385725376971916
flat;ros;0.3148579346907405;0.453869395711501;0.30300301567469184
flat;smote;0.28810058014539847;0.41916179337231974;0.28634749791534164
flat;borderline;0.2724532871051545;0.42186013645224163;0.27764900284916066
flat;adasyn;0.30719467722153765;0.46663011695906426;0.31178382590299114
flat;smote-enn;0.29463591427989916;0.4373367446393762;0.29893228202793193
flat;smote-tomek;0.28364500429125744;0.40179775828460035;0.2822846309485417
