;0;1;2;3;4;5;6
hf;0,3017745197348387;0,2854620518683967;0,2994915935749688;0,3023480217734028;0,30337128506149874;0,2949720274136655;0,2937134920692556
hf;0,3032025103827357;0,2923000877707417;0,2927701198098092;0,2929340220633065;0,29326730547530777;0,3063684299768581;0,3073189563972561
hf;0,2965014080136096;0,29451309181705104;0,3330526822760843;0,3057725462567153;0,31245806256202363;0,3031109302951409;0,30434218817447994
hf;0,30182859224372016;0,2667788150640959;0,31850380413614754;0,320351170183378;0,3275159766493347;0,2983575483119737;0,3162103924395129
hf;0,2893555222489152;0,3150088078142117;0,3263567988958279;0,3406158565473453;0,3164872302312479;0,3166387400018068;0,29394164978612924
hf;0,3089289030221776;0,2893979212202378;0,3184256511039572;0,29319761661898697;0,3355239210608048;0,3012288595163327;0,28460152252827725
hf;0,3089908834937501;0,29870447141752104;0,32026216500624205;0,3151823466029426;0,3218746191322586;0,2963268605632859;0,27272839615281785
hf;0,2814925921643873;0,3138580035302417;0,2948140888819861;0,3110422361317172;0,3197821157873425;0,3035811600280313;0,3201417384779636
hf;0,3093419582294853;0,2865305646505635;0,3243161075762933;0,3051511783812572;0,32452336386517794;0,2862591853838785;0,3019400967435837
hf;0,3217270524468245;0,28648753769523844;0,3091008938677182;0,3168147623243525;0,309692136075809;0,3125076861987156;0,3155585704928995
hf;0,29978491557042697;0,2715396509341397;0,30245614864682324;0,3024720376729489;0,3005382825835433;0,2864371784541176;0,3074462005182979
hf;0,2753554833142914;0,2757761797321878;0,2906733993114874;0,302520959835254;0,3076943524933876;0,29047581904536024;0,3295782581364195
hf;0,28556697117694696;0,2801889353437046;0,3043475794732254;0,29554110658369626;0,3093572340541301;0,2980576536231342;0,3115948835593464
hf;0,30213813064830697;0,284208982949203;0,2940633791198352;0,2962127485341276;0,2940818821131693;0,2899431676704385;0,28238934769305746
hf;0,31746990631413524;0,2822554781880322;0,2897722612091489;0,3156057445725685;0,30970702073334105;0,3038971104733089;0,297406659471858
hf;0,30440396287726473;0,3072908417074281;0,2900515973539883;0,31159928265368675;0,3008944812049853;0,2875359669108956;0,2916211947361347
hf;0,2915743374333388;0,3052770596336626;0,2981757151534184;0,27487370127673305;0,29279086741183896;0,306250921912672;0,3093042151324674
hf;0,3095540489231956;0,3048833767622087;0,2896424906004861;0,3123260471619538;0,3001353001257539;0,3099083005528369;0,29186022288625546
hf;0,29463734130517744;0,31384740921931314;0,3025463931664224;0,26868113630369833;0,2966910601601195;0,2934531556977076;0,2781466094686401
hf;0,31692322463013306;0,2984959793293955;0,2999558041496241;0,3296078694058505;0,2879711053172807;0,3048793173557464;0,2883730299139988
