;0;1;2;3;4;5;6
hf;0.08583327732263903;0.13767469926359027;0.11224582899641852;0.15229435209475914;0.022538332704610503;0.002841287015232724;0.059924690835406864
hf;0.08583327732263903;0.13947271958391813;0.1330680835174758;0.137810859851913;0.013081212360668679;0.006254514571256048;0.053564528892075886
hf;0.08583327732263903;0.11787732422331446;0.13704558893420926;0.14033719043468773;0.012781504069193558;0.0019474897457204372;0.10312378962646153
hf;0.08583327732263903;0.1323290176183291;0.13119700474073356;0.1333369959439465;0.03182594079058576;0.002527375582943109;0.05556778633687942
hf;0.08583327732263903;0.1337469986913652;0.13638816272931206;0.14976851910149325;0.02244074486977324;0.0024542498219772488;0.09111341267399832
hf;0.08583327732263903;0.14934840319830747;0.14962418452514753;0.14072623458311606;0.021637787723156054;0.004317620495451095;0.032851915821958136
hf;0.08583327732263903;0.1411971170237568;0.13156564082849628;0.12884032638680126;0.012535944870956744;0.0038211155013852414;0.07135376007478475
hf;0.08583327732263903;0.1365271399600601;0.129122549672547;0.13087957545561985;0.041581495288476746;0.002150318472443625;0.10653299933449573
hf;0.08583327732263903;0.12302864498817195;0.149942171380451;0.14033714894274166;0.02396863841202456;0.002541907883259085;0.07903424262341814
hf;0.08583327732263903;0.13754517786032466;0.13604705768450764;0.1219825737365831;0.012938464098985905;0.006547971720544965;0.07596836707718553
hf;0.08583327732263903;0.14559323660516127;0.12714734223507992;0.13003144582696746;0.024609770215461728;0.0041168266639670615;0.06101459141002516
hf;0.08583327732263903;0.13093609325019004;0.1452789527132216;0.11789428920621862;0.032319698410297436;0.003290946080054849;0.09134396303938516
hf;0.08583327732263903;0.1233931168853474;0.14033648436272167;0.14586397448577632;0.04196676615027968;0.00196437112655365;0.040961267074147635
hf;0.08583327732263903;0.1233042896095928;0.13715603195008985;0.14243672985978212;0.023201520574445144;0.008954013757608015;0.0535667771578862
hf;0.08583327732263903;0.15011502397269622;0.12411143728128167;0.12645685216411934;0.02273000005361021;0.0016658067407342304;0.04884158593950395
hf;0.08583327732263903;0.12414946356369287;0.13839611886120046;0.14969327012162656;0.03204365133518495;0.0019537621286981367;0.08876561946914703
hf;0.08583327732263903;0.11935843820960686;0.128862365776437;0.14017128229819348;0.022796605547014362;0.002513447974334416;0.07979460721145591
hf;0.08583327732263903;0.1273340220556109;0.15489023222904413;0.12720231689090464;0.02256327856107382;0.0016653686396677053;0.022675369657656715
hf;0.08583327732263903;0.11634716366983053;0.13676825392040814;0.14127517954662774;0.012643915970868846;0.005305492600628823;0.07952057256576275
hf;0.08583327732263903;0.13316006606738234;0.13083991752454033;0.12779282197813452;0.012508865199423166;0.005591203218000764;0.0908713308071166
