;0;1;2;3;4;5;6
hf;0,2638847086668839;0,35715857318203537;0,3835707070656943;0,3630620819347077;0,3525050132687914;0,3509772477280039;0,37787436723718426
hf;0,2855676662432972;0,4054660630980427;0,3663417940977058;0,3396206425489525;0,358711334508933;0,3646262600133411;0,3724588958170129
hf;0,2574239046915823;0,4074719396528774;0,37234794315504;0,3362247214960973;0,3815362764178626;0,33292271134042645;0,39027011633451
hf;0,2797668680584028;0,4197057385750524;0,3718610730816164;0,3763024265197192;0,3994970375480199;0,35450899211252235;0,3661587302731562
hf;0,2797589578625057;0,4317547505229845;0,35778246899750377;0,3773751650001271;0,3921355382640983;0,3678444453350772;0,3799868505308444
hf;0,3080219000202937;0,4053029992451357;0,3640534738638996;0,3312012822814111;0,3455588085158157;0,3744544994624773;0,35967149171443896
hf;0,2724950118950552;0,4023529301663422;0,3882603213420011;0,3578674883147169;0,33756702948850925;0,34703371839204983;0,3585498202599292
hf;0,3089732093974876;0,3741655684117561;0,3572690965623565;0,3539401751062862;0,3372689403407977;0,3463335900012717;0,3562954911867654
hf;0,2721057161858421;0,4247053370142589;0,369570326109846;0,378646453468075;0,3799279389796841;0,3737128637592256;0,3650645883857738
hf;0,2834271563492924;0,3895585915350625;0,3943603181799684;0,3566992494160276;0,3912982328749392;0,3787859903275433;0,3562603123699304
hf;0,2492840938639365;0,4237245492364763;0,3927685061364973;0,3826554945674216;0,3809841122053298;0,3508528476035842;0,3531783404671482
hf;0,25355418658090023;0,4046515657995739;0,3737683181578294;0,3728707777670923;0,37880756823810896;0,349863892945096;0,3865573168462115
hf;0,2705588973557344;0,4366375632753458;0,3824812164393173;0,3506651308290372;0,3608157911714861;0,3575669147897452;0,3610718182416374
hf;0,2765551477772005;0,4233006461274876;0,38338197151404907;0,3684538187975332;0,3606241404010273;0,3571629251058506;0,3766939074028259
hf;0,2807930880896347;0,3823922640344642;0,38014428109270304;0,3547000330639169;0,36013759365107884;0,3640083373444603;0,37921881250046
hf;0,27789826358366343;0,4015654079703662;0,3780308058879482;0,4004542350557374;0,379728999422594;0,3370126362707783;0,3678596035032181
hf;0,26569186707282866;0,3994735925036241;0,3491479674570679;0,33473453602195746;0,3662576212418317;0,3629054441256663;0,3617805596448051
hf;0,2764514421847538;0,4228173121710103;0,40649766745288096;0,3718993923085973;0,3715401617052772;0,37459258521027855;0,3686367523092463
hf;0,29279579199076744;0,42818014013000016;0,37639917066357204;0,39332475583146376;0,3576649741102442;0,3513977852140283;0,3821270686995091
hf;0,2823511263867679;0,38519752502509896;0,3624848982465528;0,3676967938126009;0,37408241876962905;0,374112221499157;0,3848150661033128
