resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.2913988752756932;0.43275194931773886;0.28149259216438727
flat;ros;0.3405731978143386;0.4736725146198831;0.31385800353024174
flat;smote;0.3025296968826084;0.42549171539961017;0.29481408888198607
flat;borderline;0.3123955247081802;0.4212431773879143;0.3110422361317172
flat;adasyn;0.31239399385860656;0.45925243664717347;0.3197821157873425
flat;smote-enn;0.3093219371402679;0.47148148148148145;0.30358116002803126
flat;smote-tomek;0.3225046723046278;0.4732675438596491;0.32014173847796357
