resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.26140866493552967;0.2770657894736842;0.2652764703153583
flat;ros;0.30635991685529296;0.31685575048732945;0.3047884971901258
flat;smote;0.3220974678707595;0.3621057504873294;0.3234864081833675
flat;borderline;0.2806785090436345;0.3013728070175439;0.280172879788476
flat;adasyn;0.31144196884053327;0.3697465886939571;0.32511308093351193
flat;smote-enn;0.3156749659622625;0.4219678362573099;0.32837215896644256
flat;smote-tomek;0.30403781972235355;0.3598713450292398;0.31665501613816677
