resampling_strategy;resampling_algorithm;hp;hr;hf
none;none;0.35293117399032103;0.3162529239766082;0.3228099745763136
flat;ros;0.2929272025969325;0.31739766081871346;0.29800375409678337
flat;smote;0.28896706872410716;0.306901559454191;0.2863496757388316
flat;borderline;0.25654837045930645;0.28286598440545807;0.2634786949007937
flat;adasyn;0.29279708250435243;0.3236510721247564;0.29226801186537127
flat;smote-enn;0.254579611759148;0.3171754385964912;0.2612223000714037
flat;smote-tomek;0.2730558787438172;0.33271296296296293;0.28325295749744284
